Brand,Year,Model,UsedOrNew,Transmission,EngineDisplacement(L),DriveType,FuelType,FuelConsumption(L)/100km,Kilometers,CylindersinEngine,BodyType,State
Mazda,2017,3,USED,Manual,2.0,Front,Unleaded,5.9,39655,4,Hatchback,VIC
Nissan,2023,Pathfinder,NEW,Automatic,3.5,4WD,Premium,10.5,22,6,SUV,VIC
Jeep,2016,Cherokee,USED,Automatic,3.2,4WD,Unleaded,10.0,127651,6,SUV,VIC
Lexus,2012,RX270,USED,Automatic,2.7,Front,Unleaded,9.7,116606,4,SUV,VIC
Tesla,2019,Model,USED,Automatic,0.0,Rear,Electric,0.0,48000,0,Sedan,VIC
Nissan,2018,X-Trail,USED,Automatic,2.5,4WD,Unleaded,8.3,108414,4,SUV,VIC
Toyota,2020,Hilux,USED,Automatic,2.8,Rear,Diesel,7.5,33243,4,Ute / Tray,VIC
Toyota,2020,RAV4,USED,Automatic,2.0,Front,Unleaded,6.5,30774,4,SUV,VIC
Mazda,2016,CX-3,USED,Automatic,2.0,Front,Unleaded,6.1,114877,4,SUV,QLD
Holden,2012,Cruze,USED,Manual,1.4,Front,Unleaded,6.4,114605,4,Hatchback,VIC
Hyundai,2019,Kona,USED,Automatic,0.0,Front,Electric,0.0,83781,0,SUV,QLD
Bentley,2002,Arnage,USED,Automatic,6.8,Rear,Premium,19.0,4800,8,Sedan,VIC
Kia,2020,Sorento,USED,Automatic,2.2,AWD,Diesel,6.1,46766,4,SUV,QLD
Hyundai,2021,Kona,USED,Automatic,2.0,Front,Unleaded,6.2,47910,4,SUV,VIC
Renault,2019,Koleos,USED,Automatic,2.5,Front,Premium,8.3,25210,4,SUV,QLD
Toyota,2017,Hilux,USED,Manual,2.4,Rear,Diesel,7.7,271336,4,Ute / Tray,QLD
Nissan,2017,Qashqai,USED,Automatic,2.0,Front,Unleaded,6.9,97868,4,SUV,VIC
Holden,2019,Trax,USED,Automatic,1.4,Front,Unleaded,6.7,90660,4,SUV,VIC
Hyundai,2021,Kona,USED,Automatic,2.0,Front,Unleaded,6.2,50234,4,SUV,VIC
Kia,2021,Cerato,USED,Automatic,2.0,Front,Unleaded,7.4,10833,4,Hatchback,VIC
Nissan,2019,Pathfinder,USED,Automatic,3.5,4WD,Premium,10.1,63121,6,SUV,VIC
Holden,2012,Cruze,USED,Automatic,1.8,Front,Unleaded,7.4,139802,4,Sedan,VIC
Mercedes-Benz,2012,C200,USED,Automatic,2.1,Rear,Diesel,5.4,137000,4,Sedan,QLD
Subaru,2022,Outback,USED,Automatic,2.5,AWD,Unleaded,7.3,15465,4,SUV,QLD
Nissan,2014,X-Trail,USED,Automatic,2.5,Front,Unleaded,7.9,164973,4,SUV,QLD
Honda,2019,CR-V,USED,Automatic,1.5,Front,Unleaded,7.3,37103,4,SUV,VIC
Volkswagen,2020,Golf,USED,Automatic,1.4,Front,Premium,5.4,35864,4,Hatchback,VIC
Audi,2015,A5,USED,Automatic,2.0,AWD,Premium,7.0,59183,4,Hatchback,QLD
Nissan,2007,Navara,USED,Manual,2.5,4WD,Diesel,9.8,229000,4,Ute / Tray,QLD
Ford,2017,Everest,USED,Automatic,3.2,Rear,Diesel,8.4,97448,5,SUV,VIC
Hyundai,2021,I30,USED,Automatic,2.0,Front,Unleaded,7.4,41920,4,Hatchback,VIC
Toyota,2017,Landcruiser,USED,Automatic,2.8,4WD,Diesel,8.0,101486,4,SUV,QLD
Mitsubishi,2019,ASX,USED,Automatic,2.0,Front,Unleaded,7.6,29820,4,SUV,VIC
Nissan,2013,Juke,USED,Automatic,1.6,AWD,Premium,7.4,98137,4,SUV,QLD
Volkswagen,2018,Arteon,USED,Automatic,2.0,AWD,Premium,7.5,66648,4,Hatchback,QLD
Holden,2018,Trailblazer,USED,Automatic,2.8,4WD,Diesel,8.6,136422,4,SUV,VIC
Ford,2018,Mondeo,USED,Automatic,2.0,Front,Diesel,5.1,119666,4,Hatchback,VIC
GWM,2022,Haval,NEW,Automatic,2.0,Front,Unleaded,7.5,10,4,SUV,QLD
Subaru,2020,Forester,USED,Automatic,2.0,AWD,Hybrid,6.7,59605,4,SUV,QLD
Holden,2014,Colorado,USED,Automatic,2.8,Rear,Diesel,8.9,74022,4,Ute / Tray,VIC
Suzuki,2022,Swift,NEW,Automatic,1.2,Front,Unleaded,4.8,20,4,Hatchback,QLD
Holden,2017,Trailblazer,USED,Automatic,2.8,4WD,Diesel,9.4,84281,4,SUV,VIC
Peugeot,2009,308,USED,Automatic,1.6,Front,Premium,7.9,120252,4,Hatchback,QLD
Mazda,2004,3,USED,Manual,2.3,Front,Unleaded,9.0,251000,4,Sedan,VIC
Hyundai,2017,Tucson,USED,Automatic,1.6,AWD,Unleaded,7.7,124820,4,SUV,QLD
Toyota,2020,Landcruiser,USED,Automatic,2.8,4WD,Diesel,8.0,59475,4,SUV,QLD
Volkswagen,2018,Golf,USED,Automatic,2.0,Front,Diesel,4.9,77957,4,Hatchback,VIC
Holden,2017,Astra,USED,Automatic,1.6,Front,Premium,6.3,68659,4,Hatchback,VIC
Porsche,2007,Boxster,USED,Automatic,2.7,Rear,Premium,10.0,143009,6,Convertible,VIC
Holden,2015,Commodore,USED,Automatic,3.6,Rear,Unleaded,9.5,134022,6,Sedan,QLD
Volkswagen,2021,Transporter,USED,Automatic,2.0,Front,Diesel,8.3,3300,4,Commercial,VIC
Subaru,2019,WRX,USED,Automatic,2.0,AWD,Premium,8.6,23588,4,Sedan,VIC
Honda,2017,CR-V,USED,Automatic,1.5,Front,Unleaded,7.3,60999,4,SUV,QLD
Ford,2010,Territory,USED,Automatic,4.0,Rear,Unleaded,12.8,243541,6,SUV,VIC
BMW,2013,328I,USED,Automatic,2.0,Rear,Premium,6.3,97000,4,Sedan,QLD
Toyota,2018,Landcruiser,USED,Automatic,2.8,4WD,Diesel,8.0,195000,4,SUV,QLD
Ford,2013,Territory,USED,Automatic,4.0,Rear,Unleaded,10.6,215000,6,SUV,VIC
Honda,2017,CR-V,USED,Automatic,1.5,AWD,Unleaded,7.4,29857,4,SUV,QLD
Ford,2018,Everest,USED,Automatic,3.2,4WD,Diesel,8.5,144727,5,SUV,VIC
Mercedes-Benz,2013,C63,USED,Automatic,6.2,Rear,Premium,12.1,174257,8,Sedan,VIC
Hyundai,2021,Tucson,USED,Automatic,2.0,Front,Unleaded,8.1,23000,4,SUV,VIC
Hyundai,2020,Tucson,USED,Automatic,2.0,Front,Unleaded,7.9,58773,4,SUV,VIC
Hyundai,2017,Tucson,USED,Automatic,2.0,Front,Unleaded,7.9,143240,4,SUV,VIC
Kia,2018,Cerato,USED,Automatic,2.0,Front,Unleaded,7.2,97041,4,Sedan,VIC
Toyota,2016,Hilux,USED,Automatic,2.8,4WD,Diesel,8.5,159000,4,Ute / Tray,VIC
Mazda,2021,CX-5,USED,Automatic,2.0,Front,Unleaded,6.9,11229,4,SUV,QLD
GWM,2022,Haval,DEMO,Automatic,2.0,AWD,Premium,9.8,2426,4,SUV,QLD
Suzuki,2012,Swift,USED,Manual,1.6,Front,Unleaded,6.5,276153,4,Hatchback,QLD
BMW,2012,X6,USED,Automatic,3.0,AWD,Diesel,7.4,153889,6,SUV,VIC
GWM,2022,Haval,NEW,Automatic,2.0,Front,Premium,9.8,12,4,SUV,QLD
MG,2020,MG3,USED,Automatic,1.5,Front,Premium,6.7,42007,4,Hatchback,QLD
Jeep,2016,Grand,USED,Automatic,3.6,4WD,Premium,10.4,89273,6,SUV,QLD
Toyota,2021,Corolla,USED,Automatic,1.8,Front,Hybrid,4.2,28534,4,Hatchback,VIC
Toyota,2012,Hilux,USED,Manual,3.0,4WD,Diesel,8.3,151921,4,Ute / Tray,QLD
Subaru,2012,Forester,USED,Manual,2.5,AWD,Unleaded,9.3,162000,4,SUV,QLD
Mitsubishi,2018,Outlander,USED,Automatic,2.4,AWD,Unleaded,7.2,97448,4,SUV,VIC
Jeep,2014,Cherokee,USED,Automatic,2.0,4WD,Diesel,5.8,50000,4,SUV,VIC
Toyota,2021,Hilux,USED,Manual,2.7,Front,Unleaded,11.1,37654,4,Ute / Tray,QLD
GWM,2022,Haval,USED,Automatic,1.5,Front,Premium,8.1,3000,4,SUV,VIC
GWM,2022,Haval,NEW,Automatic,2.0,4WD,Unleaded,8.4,20,4,SUV,QLD
Honda,2019,Civic,USED,Automatic,1.5,Front,Unleaded,6.5,38934,4,Hatchback,QLD
Mazda,2020,3,USED,Automatic,2.5,Front,Unleaded,6.5,56227,4,Sedan,QLD
Volkswagen,2022,T-ROC,NEW,Automatic,2.0,AWD,Premium,7.3,50,4,SUV,VIC
Holden,2018,Equinox,USED,Automatic,1.6,Front,Diesel,5.7,134989,4,SUV,QLD
Suzuki,2023,Swift,NEW,Automatic,1.2,Front,Unleaded,4.8,18,4,Hatchback,QLD
Toyota,2017,Hilux,USED,Automatic,2.8,4WD,Diesel,8.5,130848,4,Ute / Tray,VIC
BMW,2017,X1,USED,Automatic,2.0,Front,Premium,6.1,92075,4,SUV,VIC
Toyota,2017,Kluger,USED,Automatic,3.5,AWD,Unleaded,9.5,58745,6,SUV,VIC
Nissan,2021,X-Trail,USED,Automatic,2.5,Front,Unleaded,7.9,12577,4,SUV,VIC
Hyundai,2022,Palisade,USED,Automatic,2.2,AWD,Diesel,7.3,9269,4,SUV,QLD
MG,2021,HS,USED,Automatic,1.5,Front,Unleaded,7.3,16335,4,SUV,QLD
MG,2021,MG3,USED,Automatic,1.5,Front,Premium,6.7,20992,4,Hatchback,QLD
BMW,2023,X3,DEMO,Automatic,2.0,AWD,Premium,7.9,1589,4,SUV,VIC
Nissan,2018,X-Trail,USED,Automatic,2.5,4WD,Unleaded,8.3,55975,4,SUV,QLD
Holden,2013,Commodore,USED,Automatic,3.6,Rear,Unleaded,9.5,150717,6,Sedan,VIC
Holden,2013,Commodore,USED,Automatic,3.6,Rear,Unleaded,9.5,145185,6,Sedan,VIC
Holden,2010,Caprice,USED,Automatic,6.0,Rear,Premium,14.5,89523,8,Sedan,QLD
Ford,2009,Focus,USED,Manual,2.5,Front,Premium,9.3,139175,5,Hatchback,VIC
Nissan,2021,X-Trail,USED,Automatic,2.5,Front,Unleaded,7.9,15896,4,SUV,VIC
Mitsubishi,2017,Pajero,USED,Automatic,3.2,4WD,Diesel,9.0,104159,4,SUV,QLD
Ford,2005,Focus,USED,Automatic,2.0,Front,Unleaded,8.0,176163,4,Hatchback,VIC
Toyota,2019,Kluger,USED,Automatic,3.5,Front,Unleaded,9.1,29270,6,SUV,QLD
Audi,2000,A4,USED,Manual,1.8,AWD,Premium,9.5,292000,4,Sedan,VIC
Audi,2017,Q2,USED,Automatic,1.4,Front,Premium,5.3,99080,4,SUV,VIC
MG,2021,ZST,USED,Automatic,1.5,Front,Unleaded,6.9,21320,4,SUV,QLD
Volkswagen,2019,Tiguan,USED,Automatic,2.0,AWD,Premium,8.3,64566,4,SUV,QLD
Mazda,2019,CX-5,USED,Automatic,2.0,Front,Unleaded,6.9,43908,4,SUV,VIC
Audi,2015,Q7,USED,Automatic,3.0,AWD,Diesel,5.9,99503,6,SUV,VIC
Mazda,2008,3,USED,Manual,2.0,Front,Unleaded,8.2,207859,4,Hatchback,QLD
Land,2015,Rover,USED,Automatic,5.0,AWD,Premium,13.8,105403,8,SUV,VIC
Toyota,2023,Camry,USED,Automatic,2.5,Front,Hybrid,4.7,3658,4,Sedan,QLD
Toyota,2020,C-HR,USED,Automatic,1.8,Front,Hybrid,4.3,33234,4,SUV,VIC
Mazda,2008,CX-9,USED,Automatic,3.7,4WD,Unleaded,13.0,242433,6,SUV,VIC
Volkswagen,2018,Amarok,USED,Automatic,3.0,4WD,Diesel,7.8,145189,6,Ute / Tray,QLD
Nissan,2019,X-Trail,USED,Automatic,2.5,Front,Unleaded,7.9,77138,4,SUV,VIC
Infiniti,2018,Q60,USED,Automatic,3.7,Rear,Premium,10.5,62663,6,Coupe,QLD
Toyota,2023,RAV4,USED,Automatic,2.5,Front,Hybrid,4.8,63,4,SUV,VIC
Holden,2008,Astra,USED,Automatic,1.8,Front,Unleaded,8.2,226495,4,Hatchback,VIC
Kia,2020,Picanto,USED,Automatic,1.2,Front,Unleaded,5.8,14334,4,Hatchback,VIC
Audi,2011,A4,USED,Automatic,2.0,AWD,Premium,7.7,165654,4,Wagon,QLD
Renault,2021,Kangoo,USED,Automatic,1.5,Front,Diesel,5.4,29964,4,Commercial,QLD
Ssangyong,2023,Rexton,NEW,Automatic,2.2,AWD,Diesel,8.7,10,4,SUV,VIC
Lexus,2021,ES250,USED,Automatic,2.5,Front,Premium,6.6,13682,4,Sedan,QLD
Toyota,2020,Landcruiser,USED,Automatic,2.8,4WD,Diesel,7.9,40601,4,SUV,VIC
Audi,2018,A5,USED,Automatic,2.0,AWD,Premium,6.5,82000,4,Coupe,VIC
Nissan,2012,Navara,USED,Manual,2.5,4WD,Diesel,9.2,202152,4,Ute / Tray,VIC
Honda,2006,Civic,USED,Manual,1.8,Front,Unleaded,6.9,225148,4,Sedan,VIC
Mitsubishi,2005,Magna,USED,Automatic,3.5,Front,Unleaded,11.5,261630,6,Wagon,VIC
Holden,2009,Commodore,USED,Automatic,3.6,Rear,Unleaded,10.3,280683,6,Wagon,VIC
Chrysler,2002,Grand,USED,Automatic,3.3,Front,Unleaded,13.5,154289,6,Wagon,VIC
Renault,2021,Kangoo,USED,Automatic,1.2,Front,Premium,6.5,49923,4,Commercial,QLD
Kia,2018,RIO,USED,Automatic,1.4,Front,Unleaded,6.2,49000,4,Hatchback,VIC
Mitsubishi,2012,Triton,USED,Automatic,2.5,4WD,Diesel,9.9,240255,4,Ute / Tray,QLD
Ford,2015,Everest,USED,Automatic,3.2,AWD,Diesel,8.5,206187,5,SUV,QLD
Mazda,2007,BT-50,USED,Manual,3.0,4WD,Diesel,8.3,146720,4,Ute / Tray,QLD
Toyota,2016,Fortuner,USED,Automatic,2.8,AWD,Diesel,8.6,116600,4,SUV,QLD
Holden,2009,Colorado,USED,Automatic,3.6,Rear,Unleaded,12.8,218941,6,Ute / Tray,QLD
Kia,2010,Cerato,USED,Automatic,2.0,Front,Unleaded,7.8,217121,4,Coupe,QLD
Mazda,2017,CX-9,USED,Automatic,2.5,Front,Unleaded,8.4,40809,4,SUV,QLD
Ford,2012,Ranger,USED,Automatic,3.2,4WD,Diesel,9.2,216359,5,Ute / Tray,QLD
Ford,2016,Ranger,USED,Automatic,3.2,4WD,Diesel,9.0,116101,5,Ute / Tray,QLD
Holden,2018,Astra,USED,Automatic,1.4,Front,Premium,5.8,80355,4,Hatchback,VIC
Volkswagen,2021,T-Cross,USED,Automatic,1.0,Front,Premium,5.4,33679,3,SUV,QLD
Nissan,2017,Navara,USED,Automatic,2.3,4WD,Diesel,7.0,99200,4,Ute / Tray,QLD
Kia,2022,Picanto,USED,Automatic,1.2,Front,Unleaded,5.8,8500,4,Hatchback,VIC
Toyota,2018,Yaris,USED,Automatic,1.3,Front,Unleaded,6.4,69987,4,Hatchback,VIC
Mitsubishi,2016,Pajero,USED,Automatic,2.4,4WD,Diesel,8.0,53566,4,SUV,VIC
Kia,2019,Sorento,USED,Automatic,2.2,AWD,Diesel,7.2,77685,4,SUV,QLD
Nissan,2018,Pathfinder,USED,Automatic,3.5,4WD,Premium,10.1,59695,6,SUV,VIC
Holden,2010,Captiva,USED,Automatic,2.0,4WD,Diesel,8.7,155946,4,SUV,VIC
Volvo,2022,XC90,USED,Automatic,2.0,AWD,Premium,8.2,12043,4,SUV,VIC
Suzuki,2023,Swift,NEW,Automatic,1.2,Front,Unleaded,4.8,20,4,Hatchback,QLD
Toyota,2015,Hilux,USED,Manual,2.8,Rear,Diesel,7.3,211684,4,Ute / Tray,VIC
Volkswagen,2022,Multivan,NEW,Automatic,2.0,Front,Diesel,6.6,50,4,Wagon,VIC
Audi,2022,Q7,DEMO,Automatic,3.0,AWD,Hybrid,9.4,5131,6,SUV,VIC
Renault,2016,Koleos,USED,Automatic,2.5,Front,Premium,8.1,120683,4,SUV,VIC
Hyundai,2020,I30,USED,Automatic,2.0,Front,Unleaded,7.0,50035,4,Sedan,VIC
Kia,2012,RIO,USED,Manual,1.6,Front,Unleaded,5.5,74153,4,Hatchback,QLD
Kia,2016,Sportage,USED,Automatic,2.4,AWD,Unleaded,8.5,94040,4,SUV,QLD
Holden,2019,Trax,USED,Automatic,1.4,Front,Unleaded,6.7,54830,4,SUV,VIC
Kia,2021,Stonic,USED,Automatic,1.4,Front,Unleaded,6.7,43094,4,SUV,VIC
Mitsubishi,2013,Triton,USED,Automatic,2.5,4WD,Diesel,9.9,87580,4,Ute / Tray,QLD
Subaru,2020,Outback,USED,Automatic,2.5,AWD,Unleaded,7.3,84394,4,SUV,VIC
Toyota,2021,Camry,USED,Automatic,2.5,Front,Hybrid,4.2,27883,4,Sedan,VIC
Honda,2017,CR-V,USED,Automatic,1.5,Front,Unleaded,7.3,118211,4,SUV,QLD
Toyota,2017,Hilux,USED,Automatic,2.7,Rear,Unleaded,10.9,293006,4,Ute / Tray,QLD
Mazda,2008,BT-50,USED,Manual,3.0,4WD,Diesel,9.2,324882,4,Ute / Tray,QLD
Toyota,2020,Prius,USED,Automatic,1.8,Front,Hybrid,4.4,50665,4,Wagon,VIC
Ford,2008,Falcon,USED,Automatic,4.0,Rear,Unleaded,11.5,163333,6,Sedan,VIC
BMW,2022,IX,USED,Automatic,0.0,AWD,Electric,0.0,5500,0,SUV,VIC
Hyundai,2011,IX35,USED,Automatic,2.0,AWD,Diesel,7.5,85565,4,SUV,QLD
Ford,2018,Everest,USED,Automatic,3.2,Rear,Diesel,8.4,114654,5,SUV,VIC
Toyota,2020,RAV4,USED,Automatic,2.0,Front,Unleaded,6.5,37093,4,SUV,VIC
Volkswagen,2016,Caddy,USED,Automatic,1.4,Front,Premium,6.0,126144,4,Commercial,QLD
BMW,2012,320D,USED,Automatic,2.0,Rear,Diesel,4.5,122327,4,Sedan,QLD
Hyundai,2020,Kona,USED,Automatic,2.0,Front,Unleaded,7.2,35466,4,SUV,QLD
Audi,2012,A4,USED,Automatic,1.8,Front,Premium,7.2,65901,4,Sedan,VIC
Isuzu,2018,D-MAX,USED,Manual,3.0,Rear,Diesel,7.2,102674,4,Ute / Tray,QLD
Hyundai,2018,I30,USED,Automatic,1.6,Front,Unleaded,7.5,71854,4,Hatchback,QLD
Kia,2019,Cerato,USED,Automatic,1.6,Front,Unleaded,6.8,59777,4,Hatchback,QLD
GWM,2022,Haval,NEW,Automatic,2.0,Front,Premium,9.8,13,4,SUV,QLD
Jaguar,2016,F-Pace,USED,Automatic,3.0,AWD,Premium,8.9,120404,6,SUV,VIC
Volkswagen,2017,Golf,USED,Manual,1.4,Front,Premium,5.6,80148,4,Hatchback,QLD
Volkswagen,2017,Amarok,USED,Automatic,2.0,4WD,Diesel,8.3,193420,4,Ute / Tray,QLD
Isuzu,2016,MU-X,USED,Automatic,3.0,4WD,Diesel,8.4,121130,4,SUV,QLD
Subaru,2019,Forester,USED,Automatic,2.5,AWD,Unleaded,7.4,44355,4,SUV,VIC
Ford,2014,Mondeo,USED,Automatic,2.0,Front,Diesel,6.2,135011,4,Wagon,QLD
Nissan,1998,Pathfinder,USED,Automatic,3.3,4WD,Unleaded,14.0,284456,6,SUV,VIC
Mazda,2018,BT-50,USED,Automatic,3.2,4WD,Diesel,10.0,78975,5,Ute / Tray,QLD
Toyota,2020,Corolla,USED,Automatic,1.8,Front,Hybrid,4.2,59457,4,Hatchback,QLD
Subaru,2009,Impreza,USED,Automatic,2.0,AWD,Premium,8.8,215350,4,Sedan,QLD
Mazda,2012,BT-50,USED,Automatic,3.2,Rear,Diesel,8.9,328794,5,Ute / Tray,VIC
Audi,2014,A3,USED,Automatic,1.4,Front,Premium,4.7,96958,4,Sedan,VIC
Mitsubishi,2015,Pajero,USED,Automatic,3.2,4WD,Diesel,9.0,123683,4,SUV,QLD
GWM,2022,Haval,NEW,Automatic,1.5,Front,Premium,8.1,10,4,SUV,QLD
Mazda,2020,2,USED,Automatic,1.5,Front,Unleaded,5.2,43550,4,Hatchback,QLD
Mitsubishi,2016,Pajero,USED,Automatic,3.2,4WD,Diesel,9.0,210111,4,SUV,QLD
Ford,2017,Escape,USED,Automatic,2.0,AWD,Premium,8.8,79165,4,SUV,QLD
Mazda,2016,2,USED,Automatic,1.5,Front,Unleaded,5.5,17412,4,Sedan,QLD
Kia,2020,Cerato,USED,Automatic,2.0,Front,Unleaded,7.4,53644,4,Sedan,VIC
Nissan,2019,X-Trail,USED,Automatic,2.5,4WD,Unleaded,8.3,104730,4,SUV,VIC
BMW,2013,X5,USED,Automatic,3.0,4WD,Diesel,7.5,123698,6,SUV,VIC
Ford,2017,Ranger,USED,Manual,3.2,4WD,Diesel,8.3,69655,5,Ute / Tray,VIC
Hyundai,2022,I30,USED,Automatic,2.0,Front,Unleaded,7.0,8294,4,Sedan,VIC
Toyota,2021,Landcruiser,USED,Automatic,2.8,4WD,Diesel,7.9,15395,4,SUV,VIC
Ford,2017,Ranger,USED,Automatic,3.2,4WD,Diesel,8.7,87468,5,Ute / Tray,VIC
Mitsubishi,2020,Triton,USED,Automatic,2.4,4WD,Diesel,8.6,112797,4,Ute / Tray,QLD
MG,2021,ZST,USED,Automatic,1.3,Front,Unleaded,7.3,23508,3,SUV,QLD
Hyundai,2019,I30,USED,Automatic,2.0,Front,Unleaded,7.4,109765,4,Hatchback,QLD
Holden,2018,Trailblazer,USED,Automatic,2.8,4WD,Diesel,8.6,159969,4,SUV,VIC
Mazda,2023,CX-30,DEMO,Automatic,2.0,Front,Unleaded,6.5,1006,4,SUV,QLD
Volkswagen,2016,Tiguan,USED,Automatic,2.0,AWD,Diesel,5.9,50417,4,SUV,VIC
Volkswagen,2015,Polo,USED,Automatic,1.2,Front,Premium,4.8,69000,4,Hatchback,VIC
Mazda,2017,BT-50,USED,Manual,3.2,Rear,Diesel,8.4,64001,5,Ute / Tray,QLD
Mazda,2021,CX-5,USED,Automatic,2.0,Front,Unleaded,6.9,17765,4,SUV,VIC
BMW,2004,525I,USED,Automatic,2.5,Rear,Premium,14.1,264152,6,Sedan,VIC
GWM,2021,UTE,USED,Automatic,2.0,4WD,Diesel,9.4,43482,4,Ute / Tray,QLD
Mini,2020,Clubman,USED,Automatic,2.0,Front,Premium,6.2,79024,4,Wagon,VIC
Toyota,2017,Hilux,USED,Automatic,2.4,4WD,Diesel,8.3,82500,4,Ute / Tray,VIC
Mazda,2023,CX-30,DEMO,Automatic,2.5,Front,Unleaded,6.6,1024,4,SUV,QLD
Ford,2005,Falcon,USED,Automatic,4.0,Rear,Unleaded,11.5,243793,6,Wagon,VIC
GWM,2023,UTE,NEW,Automatic,2.0,4WD,Diesel,9.4,22,4,Ute / Tray,QLD
Kia,2020,Cerato,USED,Automatic,2.0,Front,Unleaded,7.4,56310,4,Sedan,VIC
Kia,2020,Carnival,USED,Automatic,2.2,Front,Diesel,7.6,49743,4,Wagon,VIC
Suzuki,2019,Swift,USED,Automatic,1.0,Front,Unleaded,5.1,39156,3,Hatchback,QLD
BMW,2012,X1,USED,Automatic,2.0,Rear,Diesel,5.0,199582,4,SUV,QLD
Jeep,2019,Grand,USED,Automatic,3.0,4WD,Diesel,7.5,73215,6,SUV,VIC
Holden,2004,Monaro,USED,Manual,5.7,Rear,Premium,13.0,186815,8,Coupe,QLD
Holden,2019,Colorado,USED,Automatic,2.8,4WD,Diesel,8.7,48758,4,Ute / Tray,VIC
Holden,2015,Commodore,USED,Automatic,3.0,Rear,Unleaded,8.3,166486,6,Sedan,QLD
Jeep,2007,Wrangler,USED,Manual,3.8,4WD,Unleaded,12.8,189726,6,SUV,VIC
MG,2021,ZST,USED,Automatic,1.3,Front,Unleaded,7.3,14964,3,SUV,QLD
Audi,2020,Q5,USED,Automatic,2.0,AWD,Premium,7.3,38966,4,SUV,QLD
Ford,2019,Ranger,USED,Automatic,3.2,Rear,Diesel,8.2,120075,5,Ute / Tray,QLD
GWM,2023,Haval,NEW,Automatic,1.5,Front,Premium,8.1,22,4,SUV,QLD
Jeep,2015,Wrangler,USED,Automatic,3.6,4WD,Unleaded,11.6,37000,6,SUV,VIC
Kia,2021,Cerato,USED,Automatic,1.6,Front,Unleaded,6.8,39875,4,Sedan,VIC
Hyundai,2009,I30,USED,Manual,2.0,Front,Unleaded,7.2,137149,4,Hatchback,QLD
Kia,2020,Cerato,USED,Automatic,2.0,Front,Unleaded,7.4,56768,4,Sedan,VIC
Kia,2020,Picanto,USED,Automatic,1.2,Front,Unleaded,5.8,31337,4,Hatchback,QLD
Hyundai,2015,I30,USED,Automatic,1.8,Front,Unleaded,7.3,100938,4,Hatchback,QLD
Holden,2017,Commodore,USED,Automatic,6.2,Rear,Premium,11.8,104654,8,Sedan,VIC
Toyota,2021,Hilux,USED,Automatic,2.8,4WD,Diesel,7.9,55055,4,Ute / Tray,VIC
Toyota,2017,Hilux,USED,Manual,2.4,4WD,Diesel,7.7,86707,4,Ute / Tray,QLD
Lexus,2014,IS300H,USED,Automatic,2.5,Rear,Hybrid,4.9,69839,4,Sedan,VIC
GWM,2023,UTE,NEW,Automatic,2.0,4WD,Diesel,9.4,22,4,Ute / Tray,QLD
Land,2017,Rover,USED,Automatic,3.0,4WD,Diesel,7.2,145556,6,SUV,QLD
Subaru,2017,XV,USED,Automatic,2.0,AWD,Unleaded,7.1,32450,4,SUV,VIC
Haval,2021,H9,USED,Automatic,2.0,4WD,Premium,10.9,22042,4,SUV,QLD
Toyota,2017,Landcruiser,USED,Manual,4.5,4WD,Diesel,10.7,96405,8,SUV,QLD
Holden,2017,Trailblazer,USED,Automatic,2.8,4WD,Diesel,8.6,54127,4,SUV,VIC
Ford,2019,Everest,USED,Automatic,2.0,4WD,Diesel,7.1,130461,4,SUV,QLD
Holden,2003,Cruze,USED,Automatic,1.5,AWD,Unleaded,7.2,245121,4,SUV,VIC
Hyundai,2017,I30,USED,Automatic,2.0,Front,Unleaded,7.4,17540,4,Hatchback,VIC
Toyota,2022,Landcruiser,USED,Automatic,3.3,4WD,Diesel,8.9,22305,6,SUV,QLD
Mitsubishi,2019,Triton,USED,Automatic,2.4,4WD,Diesel,8.6,90000,4,Ute / Tray,QLD
Holden,2017,UTE,USED,Automatic,6.2,Rear,Unleaded,12.4,38567,8,Ute / Tray,VIC
Nissan,2022,X-Trail,USED,Automatic,2.5,4WD,Unleaded,7.8,13045,4,SUV,VIC
Kia,2020,Stinger,USED,Automatic,3.3,Rear,Unleaded,10.2,80485,6,Sedan,QLD
Volkswagen,2019,Tiguan,USED,Automatic,2.0,AWD,Premium,8.1,72272,4,SUV,QLD
GWM,2022,Haval,DEMO,Automatic,2.0,4WD,Unleaded,8.4,22,4,SUV,QLD
Hyundai,2017,Santa,USED,Automatic,3.3,Front,Unleaded,10.5,95854,6,SUV,VIC
Land,2018,Rover,USED,Automatic,3.0,4WD,Diesel,7.2,146118,6,SUV,VIC
MG,2022,HS,USED,Automatic,1.5,Front,Unleaded,7.3,15048,4,SUV,VIC
Holden,2020,Trax,USED,Automatic,1.4,Front,Unleaded,6.7,18759,4,SUV,QLD
Mercedes-Benz,2012,E250,USED,Automatic,1.8,Rear,Premium,8.2,50516,4,Convertible,VIC
Hyundai,2012,IX35,USED,Automatic,2.0,AWD,Diesel,7.5,228073,4,SUV,QLD
Porsche,2017,Cayenne,USED,Automatic,3.0,AWD,Diesel,6.8,78350,6,SUV,QLD
Nissan,2022,X-Trail,USED,Automatic,2.5,4WD,Unleaded,8.3,16307,4,SUV,VIC
Nissan,2020,Navara,USED,Automatic,2.3,4WD,Diesel,7.0,79699,4,Ute / Tray,VIC
Audi,2017,Q5,USED,Automatic,2.0,AWD,Premium,7.3,98261,4,SUV,QLD
